,alcohol,volatile acidity,free sulfur dioxide,density,total sulfur dioxide,pH,fixed acidity,residual sugar,sulphates,quality
3638,12.5,0.29,34.0,0.99008,89.0,3.24,6.4,2.4,0.66,7.0
3639,10.0,0.13,32.0,0.99348,99.0,3.12,6.7,3.7,0.44,6.0
3640,11.0,0.19,42.0,0.99283,130.0,3.12,6.8,4.9,0.56,6.0
3641,10.5,0.25,56.0,0.99398,152.0,3.16,6.0,5.7,0.88,6.0
3642,10.5,0.25,56.0,0.99398,152.0,3.16,6.0,5.7,0.88,6.0
3643,11.0,0.19,42.0,0.99283,130.0,3.12,6.8,4.9,0.56,6.0
3644,11.4,0.24,30.0,0.9908,133.0,3.12,6.4,2.0,0.54,7.0
3645,11.3,0.18,50.0,0.99165,139.0,3.16,5.9,5.1,0.44,6.0
3646,12.2,0.33,10.0,0.99076,73.0,2.97,7.2,4.5,0.52,7.0
3647,12.6,0.29,31.0,0.98942,95.0,2.9,6.4,3.2,0.66,7.0
3648,11.1,0.31,30.0,0.99244,138.0,2.9,7.3,6.65,0.37,5.0
3649,12.3,0.29,34.0,0.99058,126.0,3.26,7.0,1.6,0.47,6.0
3650,10.4,0.19,6.0,0.99255,122.0,2.92,6.9,4.0,0.59,4.0
3651,8.8,0.32,51.0,0.99916,190.0,3.13,6.3,17.75,0.48,6.0
3652,9.5,0.085,17.0,0.99306,109.0,3.27,6.6,1.4,0.61,6.0
3653,8.8,0.32,51.0,0.99916,190.0,3.13,6.3,17.75,0.48,6.0
3654,10.4,0.18,17.0,0.99498,109.0,3.42,6.8,7.2,0.44,6.0
3655,13.0,0.52,27.0,0.99,130.0,3.11,6.8,5.7,0.27,7.0
3656,12.2,0.28,25.0,0.99338,191.0,3.16,7.1,8.5,0.46,7.0
3657,10.5,0.15,49.0,0.99456,128.0,3.03,5.7,11.4,0.34,8.0
3658,10.8,0.275,41.0,0.9926,149.0,3.33,5.8,5.4,0.42,7.0
3659,13.2,0.53,34.0,0.98856,128.0,3.2,5.4,2.7,0.53,8.0
3660,13.0,0.32,46.0,0.98946,115.0,3.16,5.8,4.3,0.57,8.0
3661,10.0,0.22,26.0,0.99346,152.0,3.5,6.7,1.2,0.47,6.0
3662,10.4,0.6,11.0,0.99268,76.0,3.42,6.1,1.8,0.48,4.0
3663,12.4,0.26,59.0,0.98944,145.0,3.16,6.5,1.3,0.54,6.0
3664,12.9,0.29,54.0,0.98976,155.0,3.27,5.0,5.7,0.34,8.0
3665,13.2,0.53,34.0,0.98856,128.0,3.2,5.4,2.7,0.53,8.0
3666,10.5,0.21,61.0,0.99523,152.0,3.02,6.8,11.7,0.56,7.0
3667,13.0,0.32,46.0,0.98946,115.0,3.16,5.8,4.3,0.57,8.0
3668,11.2,0.27,2.0,0.99402,82.0,3.07,6.5,11.0,0.36,5.0
3669,12.7,0.37,41.0,0.98916,102.0,3.41,5.9,1.6,0.55,7.0
3670,9.4,0.21,61.0,0.99655,155.0,3.14,6.2,11.6,0.52,6.0
3671,12.9,0.3,29.0,0.99071,95.0,3.03,6.8,6.2,0.32,7.0
3672,13.0,0.41,26.0,0.98889,74.0,2.96,7.3,1.8,0.35,8.0
3673,13.6,0.3,25.0,0.98742,93.0,3.31,5.4,1.2,0.4,7.0
3674,9.1,0.34,26.0,0.99336,112.0,3.32,6.6,1.0,0.55,5.0
3675,10.4,0.25,42.0,0.992,166.0,3.25,5.6,2.4,0.43,6.0
3676,13.6,0.3,25.0,0.98742,93.0,3.31,5.3,1.2,0.4,7.0
3677,12.2,0.58,29.0,0.99275,169.0,3.28,6.9,8.2,0.44,6.0
3678,8.7,0.23,19.0,1.00044,111.0,3.1,7.2,18.8,0.51,5.0
3679,10.5,0.2,19.0,0.99444,105.0,3.04,7.1,9.6,0.37,7.0
3680,10.2,0.15,79.5,0.99742,183.0,3.24,6.8,12.9,0.78,6.0
3681,12.5,0.22,37.0,0.99228,122.0,3.06,7.0,9.2,0.34,8.0
3682,11.3,0.16,39.0,0.99058,122.0,3.11,6.4,1.2,0.75,7.0
3683,10.2,0.15,79.5,0.99742,183.0,3.24,6.8,12.9,0.78,6.0
3684,12.6,0.31,33.0,0.99164,122.0,3.13,6.8,8.0,0.63,7.0
3685,10.2,0.15,79.5,0.99742,183.0,3.24,6.8,12.9,0.78,6.0
3686,9.8,0.3,27.0,0.99438,177.0,3.09,7.6,1.6,0.5,5.0
3687,10.8,0.16,39.0,0.99402,98.0,3.15,6.0,12.0,0.34,5.0
3688,12.5,0.21,41.0,0.99128,186.0,3.32,7.1,2.5,0.56,6.0
3689,12.5,0.22,37.0,0.99228,122.0,3.06,7.0,9.2,0.34,8.0
3690,11.5,0.21,37.0,0.991,150.0,3.3,5.6,4.4,0.31,7.0
3691,11.4,0.22,23.0,0.9931,112.0,2.98,7.4,8.8,0.41,6.0
3692,10.5,0.2,19.0,0.99444,105.0,3.04,7.1,9.6,0.37,7.0
3693,12.6,0.31,33.0,0.99164,122.0,3.13,6.8,8.0,0.63,7.0
3694,8.7,0.23,19.0,1.00044,111.0,3.1,7.2,18.8,0.51,5.0
3695,11.0,0.15,61.0,0.99112,146.0,3.17,6.4,1.3,0.68,6.0
3696,11.3,0.16,39.0,0.99058,122.0,3.11,6.4,1.2,0.75,7.0
3697,10.2,0.15,79.5,0.99742,182.0,3.24,6.8,12.9,0.78,6.0
3698,11.6,0.22,32.0,0.98961,96.0,3.06,6.3,1.2,0.74,6.0
3699,9.8,0.3,27.0,0.99438,177.0,3.09,7.6,1.6,0.5,5.0
3700,10.1,0.3,24.0,0.99344,145.0,3.1,7.0,1.5,0.52,5.0
3701,9.2,0.26,23.0,0.99904,139.0,3.06,6.6,18.15,0.5,5.0
3702,9.1,0.24,26.0,0.99884,180.0,3.05,7.5,13.1,0.53,6.0
3703,9.1,0.24,26.0,0.99884,180.0,3.05,7.5,13.1,0.53,6.0
3704,9.1,0.24,26.0,0.99884,180.0,3.05,7.5,13.1,0.53,6.0
3705,9.1,0.24,26.0,0.99884,180.0,3.05,7.5,13.1,0.53,6.0
3706,11.7,0.15,45.0,0.98949,79.0,2.96,6.6,1.0,0.5,6.0
3707,12.6,0.34,29.0,0.99014,114.0,3.23,6.7,1.6,0.44,6.0
3708,9.0,0.35,61.0,0.99786,183.0,2.86,7.7,11.8,0.47,5.0
3709,10.1,0.31,53.0,0.99206,141.0,3.12,6.7,1.4,0.44,5.0
3711,9.1,0.24,26.0,0.99884,180.0,3.05,7.5,13.1,0.53,6.0
3712,9.2,0.2,57.0,0.99666,159.0,3.09,6.3,10.6,0.54,5.0
3713,8.8,0.28,45.0,0.99754,190.0,3.12,6.6,10.4,0.51,5.0
3714,10.0,0.18,34.0,0.99272,95.0,2.83,8.5,1.1,0.36,4.0
3715,9.1,0.35,20.0,0.99712,196.0,3.47,6.5,7.4,0.48,6.0
3716,11.2,0.22,29.0,0.99104,182.0,3.04,6.8,1.2,0.35,5.0
3717,9.2,0.18,20.0,0.99373,119.0,3.11,6.3,3.4,0.52,6.0
3718,9.2,0.26,23.0,0.99904,139.0,3.06,6.6,18.15,0.5,5.0
3719,9.5,0.3,54.0,0.9956,200.0,3.18,6.6,8.0,0.48,5.0
3720,11.9,0.34,40.0,0.99095,152.0,3.35,6.3,2.5,0.6,7.0
3721,9.8,0.3,28.0,0.99382,138.0,3.11,7.7,2.0,0.62,5.0
3722,9.8,0.31,29.0,0.99382,134.0,3.11,7.7,2.0,0.62,5.0
3723,10.8,0.265,46.0,0.99299,150.0,3.36,5.7,6.9,0.44,7.0
3724,11.3,0.255,29.0,0.99048,122.0,3.37,5.4,1.2,0.66,6.0
3725,12.1,0.26,13.0,0.99254,121.0,3.17,6.6,9.4,0.34,6.0
3726,11.3,0.17,22.0,0.9902,111.0,3.38,4.8,2.9,0.34,7.0
3727,10.8,0.265,46.0,0.99299,150.0,3.36,5.7,6.9,0.44,7.0
3728,13.5,0.2,21.0,0.99012,75.0,3.36,6.2,5.4,0.41,7.0
3729,10.3,0.28,11.0,0.99293,126.0,3.28,7.5,1.3,0.45,5.0
3730,9.0,0.22,58.0,1.00022,184.0,3.11,6.2,20.8,0.53,6.0
3731,11.6,0.34,51.0,0.99382,166.0,3.08,7.0,10.3,0.35,6.0
3732,10.3,0.28,11.0,0.99293,126.0,3.28,7.5,1.3,0.45,5.0
3733,12.5,0.19,39.0,0.98954,116.0,3.21,6.5,1.6,0.68,6.0
3734,8.6,0.21,28.0,0.99936,125.0,3.39,6.0,13.1,0.45,5.0
3735,13.4,0.22,34.0,0.9884,74.0,3.19,6.1,1.8,0.33,6.0
3736,12.7,0.32,18.0,0.99144,88.0,3.22,6.5,8.0,0.79,4.0
3737,9.2,0.21,65.0,0.99324,120.0,2.97,7.1,1.6,0.51,5.0
3738,10.2,0.26,18.0,0.99174,135.0,3.32,5.6,1.4,0.35,6.0
3739,9.0,0.15,29.0,0.99792,149.0,2.96,7.0,14.7,0.39,7.0
3740,9.0,0.15,29.0,0.99792,149.0,2.96,7.0,14.7,0.39,7.0
3741,9.0,0.15,29.0,0.99792,149.0,2.96,7.0,14.7,0.39,7.0
3742,9.0,0.15,29.0,0.99792,149.0,2.96,7.0,14.7,0.39,7.0
3743,9.0,0.15,29.0,0.99792,149.0,2.96,7.0,14.7,0.39,7.0
3744,9.0,0.15,29.0,0.99792,149.0,2.96,7.0,14.7,0.39,7.0
3745,9.0,0.15,29.0,0.99792,149.0,2.96,7.0,14.7,0.39,7.0
3746,11.9,0.27,45.0,0.99043,121.0,3.02,7.4,1.8,0.4,5.0
3747,9.0,0.22,67.0,0.99654,194.0,2.89,6.8,10.6,0.42,6.0
3748,9.0,0.24,47.0,0.99758,134.0,3.3,6.2,12.5,0.51,5.0
3749,11.0,0.28,40.0,0.99374,143.0,3.43,6.3,6.8,0.59,6.0
3750,9.0,0.15,29.0,0.99792,149.0,2.96,7.0,14.7,0.39,7.0
3751,10.0,0.17,10.0,0.99243,108.0,3.28,5.5,2.9,0.5,5.0
3752,10.7,0.26,25.0,0.99216,184.0,3.29,6.5,1.4,0.46,5.0
3753,10.7,0.27,24.0,0.99215,183.0,3.29,6.6,1.4,0.46,5.0
3754,13.4,0.46,29.0,0.98953,130.0,3.39,5.4,2.1,0.77,8.0
3755,11.0,0.19,47.0,0.99278,124.0,2.99,7.8,7.4,0.39,6.0
3756,10.0,0.17,10.0,0.99243,108.0,3.28,5.5,2.9,0.5,5.0
3757,10.7,0.26,25.0,0.99216,184.0,3.29,6.5,1.4,0.46,5.0
3758,10.7,0.27,24.0,0.99215,183.0,3.29,6.6,1.4,0.46,5.0
3759,11.0,0.19,47.0,0.99278,124.0,2.99,7.8,7.4,0.39,6.0
3760,11.0,0.2,31.0,0.99186,101.0,2.99,7.8,5.0,0.39,6.0
3761,11.1,0.17,22.0,0.99072,98.0,3.16,6.1,2.5,0.37,7.0
3762,10.9,0.2,10.0,0.99244,40.0,2.79,7.4,6.1,0.52,5.0
3763,11.5,0.39,22.0,0.99084,80.0,3.03,6.7,2.7,0.37,5.0
3764,13.4,0.46,29.0,0.98953,130.0,3.39,5.4,2.1,0.77,8.0
3765,9.4,0.4,59.0,0.99754,186.0,3.08,6.9,12.9,0.49,5.0
3766,9.4,0.4,59.0,0.99754,186.0,3.08,6.9,12.9,0.49,5.0
3767,9.4,0.4,59.0,0.99754,186.0,3.08,6.9,12.9,0.49,5.0
3768,10.6,0.24,53.0,0.99567,134.0,3.17,6.3,13.7,0.38,6.0
3769,9.4,0.4,59.0,0.99754,186.0,3.08,6.9,12.9,0.49,5.0
3770,12.0,0.27,15.0,0.99094,143.0,3.03,7.4,2.4,0.65,4.0
3771,10.2,0.27,61.0,0.99532,125.0,3.14,6.1,9.8,0.42,6.0
3772,10.6,0.24,53.0,0.99567,134.0,3.17,6.3,13.7,0.38,6.0
3773,13.5,0.61,65.0,0.9874,100.0,3.26,5.0,1.3,0.37,5.0
3774,9.7,0.42,61.0,0.99794,248.0,3.31,6.7,12.1,0.58,5.0
3775,12.2,0.33,41.0,0.99122,103.0,3.24,6.5,6.1,0.32,6.0
3776,12.3,0.33,29.0,0.99226,135.0,3.11,6.9,7.7,0.57,5.0
3777,12.2,0.33,41.0,0.99122,103.0,3.24,6.5,6.1,0.32,6.0
3778,11.4,0.15,38.0,0.99099,100.0,3.42,6.3,1.4,0.57,7.0
3779,12.7,0.32,31.0,0.99134,97.0,3.2,6.5,7.7,0.7,7.0
3780,9.7,0.42,61.0,0.99794,248.0,3.31,6.7,12.1,0.58,5.0
3781,10.8,0.25,31.0,0.99338,113.0,3.13,7.4,6.8,0.29,6.0
3782,11.0,0.27,23.0,0.9938,96.0,3.08,7.6,9.2,0.29,6.0
3783,9.5,0.27,52.0,0.9955,196.0,3.18,6.4,8.3,0.48,5.0
3784,10.1,0.25,29.0,0.99776,140.0,3.2,6.5,17.4,0.49,6.0
3785,13.2,0.19,11.0,0.98964,100.0,3.46,5.6,2.7,0.4,7.0
3786,8.8,0.29,61.5,0.99808,182.0,3.02,7.4,12.8,0.34,5.0
3787,9.5,0.34,54.0,0.99551,201.0,3.18,6.4,8.2,0.48,5.0
3788,9.5,0.27,53.0,0.99548,202.0,3.18,6.6,8.1,0.48,5.0
3789,9.5,0.26,52.0,0.99541,191.0,3.16,6.6,8.2,0.47,6.0
3790,9.5,0.27,52.0,0.9955,196.0,3.18,6.4,8.3,0.48,5.0
3791,9.5,0.26,46.0,0.99536,197.0,3.18,6.5,8.0,0.47,5.0
3792,10.4,0.25,53.0,0.99524,133.0,3.03,6.8,11.8,0.58,6.0
3793,9.9,0.32,63.0,0.9961,170.0,3.14,6.3,12.0,0.55,6.0
3794,10.0,0.24,22.0,0.99224,113.0,3.22,5.5,1.7,0.48,5.0
3795,10.1,0.25,29.0,0.99776,140.0,3.2,6.5,17.4,0.49,6.0
3796,9.4,0.13,33.0,0.99702,95.0,3.17,6.6,13.9,0.39,6.0
3797,9.3,0.39,13.0,0.99657,91.0,3.03,7.0,10.7,0.47,5.0
3798,10.9,0.21,21.0,0.99176,138.0,3.05,7.9,2.0,0.52,5.0
3799,11.4,0.3,21.0,0.99166,177.0,3.2,7.0,2.2,0.57,5.0
3800,10.3,0.2,7.0,0.99242,49.0,2.99,8.1,1.3,0.73,5.0
3801,11.0,0.18,20.0,0.99109,57.0,3.02,8.3,1.1,0.51,6.0
3802,10.9,0.21,21.0,0.99176,138.0,3.05,7.9,2.0,0.52,5.0
3803,10.8,0.17,16.0,0.99278,111.0,2.99,7.2,6.4,0.4,6.0
3804,10.3,0.2,7.0,0.99242,49.0,2.99,8.1,1.3,0.73,5.0
3805,11.0,0.18,20.0,0.99109,57.0,3.02,8.3,1.1,0.51,6.0
3806,9.3,0.39,13.0,0.99657,91.0,3.03,7.0,10.7,0.47,5.0
3807,10.2,0.21,7.0,0.99358,113.0,2.96,6.8,6.4,0.59,5.0
3808,10.2,0.21,7.0,0.99358,109.0,2.96,6.9,6.3,0.59,6.0
3809,10.8,0.17,16.0,0.99278,111.0,2.99,7.2,6.4,0.4,6.0
3810,10.5,0.26,42.0,0.99705,162.0,3.24,6.8,15.1,0.52,3.0
3811,11.1,0.28,23.0,0.9912,156.0,3.13,7.2,2.0,0.52,5.0
3812,10.9,0.21,21.0,0.99176,138.0,3.05,7.9,2.0,0.52,5.0
3813,11.4,0.3,21.0,0.99166,177.0,3.2,7.0,2.2,0.57,5.0
3814,10.3,0.34,31.0,0.99677,149.0,3.22,7.4,12.1,0.49,5.0
3815,12.9,0.43,18.0,0.99172,106.0,3.28,6.3,8.8,0.33,7.0
3816,9.9,0.41,28.0,0.9953,131.0,3.12,6.8,8.8,0.59,5.0
3817,11.3,0.4,43.0,0.99186,131.0,3.24,6.3,5.1,0.44,6.0
3818,11.5,0.35,36.0,0.99188,120.0,3.38,5.1,6.8,0.4,6.0
3819,11.5,0.35,36.0,0.99188,120.0,3.38,5.1,6.8,0.4,6.0
3820,10.7,0.3,34.0,0.99158,132.0,3.0,6.3,3.7,0.38,5.0
3821,10.4,0.28,52.0,0.99522,139.0,3.03,6.9,12.2,0.56,6.0
3822,12.5,0.33,39.0,0.99176,204.0,3.17,7.0,5.7,0.64,6.0
3823,9.5,0.26,48.0,0.99558,197.0,3.19,6.7,8.1,0.48,5.0
3824,11.3,0.24,31.0,0.9911,104.0,3.05,7.3,2.5,0.56,7.0
3825,13.0,0.46,12.0,0.99016,88.0,3.26,6.7,4.0,0.54,6.0
3826,11.5,0.35,36.0,0.99188,120.0,3.38,5.1,6.8,0.4,6.0
3827,11.5,0.23,13.0,0.98956,99.0,3.22,5.1,1.0,0.39,5.0
3828,11.3,0.4,43.0,0.99186,131.0,3.24,6.3,5.1,0.44,6.0
3829,13.2,0.44,24.0,0.99062,100.0,3.15,7.1,5.8,0.57,7.0
3830,11.5,0.26,23.0,0.99274,111.0,3.46,4.8,10.6,0.28,7.0
3831,9.6,0.31,30.0,0.993,130.0,2.83,6.8,3.5,0.44,5.0
3832,9.6,0.31,30.0,0.993,130.0,2.83,6.8,3.5,0.44,5.0
3833,9.7,0.15,45.0,0.9978,110.0,3.15,7.0,16.4,0.37,6.0
3834,9.2,0.41,49.0,0.9946,142.0,3.14,6.5,4.8,0.62,5.0
3835,8.4,0.31,34.0,0.99429,113.0,3.16,6.2,3.3,0.48,5.0
3836,12.4,0.27,41.0,0.99002,103.0,3.0,8.0,1.2,0.45,6.0
3837,12.4,0.27,41.0,0.99002,103.0,3.0,8.0,1.2,0.45,6.0
3838,9.2,0.41,49.0,0.9946,142.0,3.14,6.5,4.8,0.62,5.0
3839,8.4,0.31,34.0,0.99429,113.0,3.16,6.2,3.3,0.48,5.0
3840,11.7,0.37,24.0,0.9909,84.0,3.14,6.7,2.5,0.36,6.0
3841,11.0,0.21,41.0,0.99294,191.0,2.96,6.6,8.7,0.56,6.0
3842,11.9,0.26,36.0,0.99044,109.0,2.97,7.5,1.6,0.43,6.0
3843,13.2,0.34,46.0,0.98958,100.0,3.2,7.5,4.0,0.5,7.0
3844,11.7,0.37,24.0,0.9909,84.0,3.14,6.7,2.5,0.36,6.0
3845,9.1,0.32,36.0,0.9986,176.0,3.26,6.4,16.2,0.54,5.0
3846,12.6,0.24,20.0,0.99262,109.0,3.34,6.7,9.0,0.35,6.0
3847,9.1,0.32,36.0,0.9986,176.0,3.26,6.4,16.2,0.54,5.0
3848,10.5,0.39,23.0,0.99212,90.0,3.17,7.1,1.4,0.46,6.0
3849,10.6,0.31,18.0,0.99628,87.0,3.23,8.2,7.0,0.64,5.0
3850,12.6,0.24,20.0,0.99262,109.0,3.34,6.7,9.0,0.35,6.0
3851,13.7,0.17,32.0,0.98913,123.0,3.41,5.9,3.1,0.33,7.0
3852,12.0,0.2,38.0,0.99021,93.0,3.36,5.9,1.5,0.49,6.0
3853,12.5,0.32,26.0,0.99198,120.0,3.4,6.6,4.6,0.73,7.0
3854,12.1,0.12,40.0,0.99226,110.0,3.55,5.9,4.8,0.68,6.0
3855,11.3,0.18,68.0,0.99159,137.0,3.21,5.9,4.6,0.38,6.0
3856,12.0,0.2,38.0,0.99021,93.0,3.36,5.9,1.5,0.49,6.0
3857,10.3,0.17,28.0,0.99224,104.0,3.46,5.4,2.7,0.55,6.0
3858,12.7,0.21,47.0,0.99068,136.0,3.27,6.1,6.3,0.31,6.0
3859,9.2,0.25,52.0,0.99587,207.0,3.12,7.3,7.2,0.37,5.0
3860,9.2,0.25,52.0,0.99587,207.0,3.12,7.3,7.2,0.37,5.0
3864,13.0,0.39,17.0,0.99018,98.0,3.25,6.6,4.0,0.53,7.0
3865,13.1,0.31,41.0,0.98968,101.0,3.24,6.0,4.8,0.56,6.0
3866,11.0,0.23,59.0,0.99178,113.0,3.1,8.4,1.3,0.55,6.0
3867,9.2,0.25,52.0,0.99587,207.0,3.12,7.3,7.2,0.37,5.0
3870,10.2,0.23,74.0,0.99534,134.0,3.16,6.1,9.8,0.4,6.0
3872,8.6,0.36,63.0,0.99864,193.0,3.06,7.3,13.3,0.49,4.0
3873,9.0,0.37,58.0,0.99776,181.0,2.91,7.6,11.7,0.51,5.0
3874,9.6,0.26,50.0,0.99545,194.0,3.13,6.7,8.0,0.5,5.0
3875,9.9,0.22,45.0,0.99299,98.0,3.29,7.4,1.6,0.44,7.0
3876,10.5,0.22,54.0,0.99665,135.0,3.2,6.1,16.55,0.38,5.0
3877,11.4,0.28,20.0,0.99069,98.0,3.15,7.1,1.5,0.5,5.0
3878,9.4,0.35,58.0,0.99692,170.0,3.18,6.5,10.2,0.49,5.0
3879,11.1,0.73,25.0,0.99324,65.0,3.12,6.8,6.6,0.28,4.0
3880,8.9,0.28,42.0,0.99896,111.0,3.1,6.0,17.8,0.45,6.0
3881,8.9,0.28,42.0,0.99896,111.0,3.1,6.0,17.8,0.45,6.0
3882,10.8,0.2,28.0,0.99226,129.0,3.15,7.1,1.5,0.52,5.0
3883,12.2,0.33,34.0,0.99226,143.0,3.06,6.8,7.4,0.55,6.0
3884,8.9,0.28,42.0,0.99896,111.0,3.1,6.0,17.8,0.45,6.0
3885,12.5,0.24,21.0,0.99076,63.0,3.13,7.2,2.0,0.63,6.0
3886,12.2,0.33,34.0,0.99226,143.0,3.06,6.8,7.4,0.55,6.0
3887,12.5,0.24,21.0,0.99076,63.0,3.13,7.2,2.0,0.63,6.0
3888,8.9,0.28,42.0,0.99896,111.0,3.1,6.0,17.8,0.45,6.0
3889,10.8,0.27,43.0,0.9951,127.0,3.16,6.2,12.1,0.37,6.0
3890,11.4,0.38,28.0,0.99234,98.0,2.99,6.4,8.2,0.31,6.0
3891,10.8,0.2,28.0,0.99226,129.0,3.15,7.1,1.5,0.52,5.0
3892,10.6,0.21,47.0,0.99368,127.0,3.18,6.0,8.7,0.39,5.0
3893,9.2,0.34,17.0,0.9937,63.0,3.01,7.0,3.5,0.39,5.0
3894,12.2,0.435,21.0,0.99151,134.0,3.24,5.9,6.4,0.46,6.0
3895,12.3,0.25,17.0,0.99021,76.0,3.26,7.0,2.1,0.45,6.0
3896,10.4,0.26,40.0,0.99479,179.0,3.23,6.7,7.7,0.56,6.0
3897,10.4,0.24,72.0,0.9954,172.0,2.99,7.0,12.3,0.57,6.0
3898,11.0,0.23,54.0,0.99176,110.0,3.07,8.5,1.3,0.55,7.0
3899,10.6,0.21,47.0,0.99368,127.0,3.18,6.0,8.7,0.39,5.0
3900,9.2,0.34,17.0,0.9937,63.0,3.01,7.0,3.5,0.39,5.0
3902,11.4,0.22,12.0,0.9908,65.0,2.95,6.1,2.8,0.64,6.0
3903,11.5,0.27,26.0,0.98994,69.0,3.1,5.8,3.5,0.38,6.0
3904,14.0,0.455,33.0,0.98746,106.0,3.21,5.0,1.9,0.83,7.0
3905,12.5,0.33,34.0,0.99028,88.0,3.25,6.5,3.8,0.63,7.0
3906,12.5,0.33,34.0,0.99028,88.0,3.25,6.5,3.8,0.63,7.0
3907,12.8,0.31,30.0,0.98867,83.0,3.09,6.7,2.4,0.36,7.0
3908,11.2,0.39,45.0,0.99174,138.0,3.23,6.2,4.8,0.43,7.0
3909,11.2,0.39,45.0,0.99174,138.0,3.23,6.2,4.8,0.43,7.0
3910,13.6,0.37,49.0,0.99021,139.0,3.17,7.1,6.2,0.27,6.0
3911,9.2,0.23,70.0,0.99304,109.0,2.93,7.2,1.3,0.42,6.0
3912,12.5,0.33,34.0,0.99028,88.0,3.25,6.5,3.8,0.63,7.0
3913,11.1,0.25,24.0,0.99154,105.0,3.17,7.2,1.5,0.48,6.0
3914,11.2,0.39,45.0,0.99174,138.0,3.23,6.2,4.8,0.43,7.0
3915,14.0,0.455,33.0,0.98746,106.0,3.21,4.7,1.9,0.83,7.0
3916,13.6,0.37,49.0,0.99021,139.0,3.17,7.1,6.2,0.27,6.0
3917,9.4,0.28,49.0,0.9956,206.0,3.18,6.2,7.9,0.52,5.0
3918,14.2,0.35,31.0,0.98779,113.0,3.12,6.4,1.6,0.4,7.0
3919,13.2,0.31,28.0,0.98836,107.0,3.0,6.6,1.4,0.4,6.0
3920,11.2,0.25,24.0,0.99138,132.0,3.04,7.4,2.6,0.53,6.0
3921,10.2,0.36,46.0,0.99751,173.0,3.14,7.3,14.8,0.57,5.0
3922,12.8,0.31,30.0,0.98867,83.0,3.09,6.7,2.4,0.36,7.0
3923,10.1,0.31,16.0,0.99249,109.0,2.95,8.6,0.9,0.39,5.0
3924,10.1,0.31,16.0,0.99249,109.0,2.95,8.6,0.9,0.39,5.0
3925,10.3,0.22,38.0,0.99239,95.0,2.83,8.6,1.2,0.31,5.0
3926,9.9,0.14,30.0,0.99512,91.0,3.19,6.9,9.9,0.33,6.0
3927,11.5,0.22,17.0,0.99098,106.0,3.15,6.5,3.9,0.31,5.0
3928,9.0,0.32,27.0,0.99872,173.0,3.18,6.6,15.6,0.56,5.0
3929,9.0,0.32,27.0,0.99872,173.0,3.18,6.6,15.6,0.56,5.0
3930,12.1,0.28,25.0,0.98894,101.0,3.03,6.1,1.5,0.41,6.0
3931,13.3,0.3,28.0,0.988245,106.0,3.14,6.2,1.6,0.41,6.0
3932,11.5,0.22,43.0,0.99326,116.0,3.22,6.9,7.8,0.6,8.0
3933,11.0,0.31,28.0,0.99328,67.0,2.96,8.7,5.6,0.52,4.0
3934,10.7,0.27,26.0,0.99222,84.0,3.28,7.3,1.3,0.53,6.0
3935,9.4,0.46,50.0,0.99898,184.0,3.08,7.0,16.7,0.56,5.0
3936,10.3,0.23,16.0,0.99486,108.0,3.44,5.7,7.95,0.61,6.0
3937,9.3,0.36,51.5,0.99528,151.0,3.17,6.5,6.7,0.42,5.0
3938,12.0,0.18,41.0,0.99062,92.0,2.88,8.2,1.1,0.6,6.0
3939,11.0,0.27,47.0,0.99282,159.0,3.21,6.2,6.3,0.6,6.0
3940,9.3,0.4,36.0,0.996,148.0,3.16,6.9,8.9,0.5,5.0
3941,10.1,0.345,32.0,0.99138,143.0,3.24,4.9,1.0,0.4,5.0
3942,11.1,0.23,26.0,0.99166,106.0,3.18,7.2,1.5,0.47,6.0
3943,9.9,0.2,26.0,0.99408,113.0,2.99,6.4,6.6,0.58,6.0
3944,11.0,0.27,47.0,0.99281,161.0,3.22,6.1,6.2,0.6,6.0
3945,11.0,0.27,47.0,0.99282,159.0,3.21,6.2,6.3,0.6,6.0
3946,12.5,0.3,31.0,0.98964,127.0,3.32,6.0,2.1,0.42,6.0
3947,12.7,0.3,41.0,0.98952,142.0,3.31,6.1,2.2,0.44,7.0
3948,9.3,0.14,26.0,0.99469,105.0,3.32,5.7,5.4,0.45,5.0
3949,9.3,0.4,36.0,0.996,148.0,3.16,6.9,8.9,0.5,5.0
3950,10.1,0.345,32.0,0.99138,143.0,3.24,4.9,1.0,0.4,5.0
3951,8.8,0.33,36.0,0.9991,161.0,3.14,6.3,17.9,0.51,5.0
3952,11.2,0.16,34.0,0.99047,90.0,2.88,7.0,2.6,0.47,6.0
3953,10.8,0.22,45.0,0.99178,122.0,3.13,8.4,1.3,0.54,7.0
3954,8.8,0.33,36.0,0.9991,161.0,3.14,6.3,17.9,0.51,5.0
3955,11.2,0.16,34.0,0.99047,90.0,2.88,7.0,2.6,0.47,6.0
3956,10.3,0.24,22.0,0.99207,145.0,3.24,5.4,2.3,0.46,5.0
3957,12.0,0.31,15.0,0.99152,87.0,3.11,7.7,4.3,0.48,5.0
3958,9.5,0.185,36.0,0.99438,110.0,3.26,5.6,7.1,0.41,6.0
3959,9.5,0.185,36.0,0.99438,110.0,3.26,5.6,7.1,0.41,6.0
3960,9.8,0.43,54.0,0.99622,159.0,3.14,6.6,11.9,0.54,6.0
3961,9.0,0.39,55.0,0.99773,170.0,2.91,7.6,11.7,0.51,5.0
3962,13.0,0.58,40.0,0.99088,118.0,3.17,7.2,5.8,0.53,7.0
